SYSTEM_ID,CASE_ID,CASE_ID,LG_USER_ID,LG_ID_SOGGETTO,LG_LOG_TIME,LG_TERMINAL_NAME,LG_IP_ADDRESS,LG_MAC_ADDRESS,LG_CHANNEL,LG_ROLE,LG_CDR_NAME,LG_ID_SUCCURSALE,LG_ID_BANCA,LG_OPERATION_CODE,LG_NUMERO_CONTO_PARTENZA,LG_DIVISA_PARTENZA,LG_IMPORTO_PARTENZA,LG_NUMERO_CONTO_ARRIVO,LG_DIVISA_ARRIVO,LG_IMPORTO_ARRIVO,LG_VALUTA_OPERAZIONE,LG_TIPO_TITOLO,LG_ID_SOGGETTO_TRATTATO,LG_NUMERO_ORDINE,LG_OPERATION_RESULT,LG_OPCODE_DESCRIPTION,LG_APPLICATION,LG_APPLICATION_RESPONSIBLE,LG_OPERATION_TYPE,LG_OPERATION_FROM,LG_PROCESS_CODE,LG_SUBPROCESS_CODE,LG_LOG_TIME_TIMESTAMP
MySella,,10896,SIB782,13090341,01/07/2025 09:01:52,,213.218.53.172,,INTRANET,DIPENDENTE,099I36,,1367924,RUMODHR_WLFR_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagliutente per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,01-JUL-25 09.01.52.407000 AM
MySella,,18101,SHBS74,11893318,01/07/2025 09:57:23,,213.218.53.172,,INTRANET,DIPENDENTE,099C99,,1483455,RUMODHR_WLFR_CHECK,,,,,,,,,,,SUCCESS,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,01-JUL-25 09.57.23.425000 AM
MySella,,7434,BSTW9,3997929,01/07/2025 07:14:35,,213.218.53.172,,INTRANET,DIPENDENTE,00H80H,,1,RUMODHR_WLFR_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagliutente per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,01-JUL-25 07.14.35.944000 AM
MySella,,13002442,GNF018,13114885,01/07/2025 10:26:50,,213.218.53.172,,INTRANET,DIPGRUPPO,GN9040,,1,RUMODHR_WLFR_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagliutente per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,01-JUL-25 10.26.50.654000 AM
MySella,13003386,13003386,SIB855,13310451,01/07/2025 12:38:46,,213.218.53.172,,INTRANET,DIPENDENTE,052852,,1367924,RUMODHR_FLGT_CHILD,,,,,,,,,,,SUCCESS,Normal user enters the Provvidenza Figli page,Gestione Amministrativa del Personale,SBAI481,dispositiva non contabile,Back-Office,,,01-JUL-25 12.38.46.197000 PM
MySella,19217,,GBS07052,-1,01/07/2025 09:58:17,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,01-JUL-25 09.58.17.002000 AM
MySella,,7041,SHBADS,1530785,01/07/2025 11:17:08,,213.218.53.172,,INTRANET,DIPENDENTE,099D01,,1483455,RUMODHR_WLFR_CHECK,,,,,,,,,,,SUCCESS,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,01-JUL-25 11.17.08.873000 AM
MySella,,13003781,BSAHW,13666584,01/07/2025 12:00:50,,213.218.53.172,,INTRANET,DIPENDENTE,099C62,,1,RUMODHR_WLFR_CHECK,,,,,,,,,,,SUCCESS,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,01-JUL-25 12.00.50.826000 PM
MySella,13001675,,GBS11383,-1,01/07/2025 07:57:42,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,01-JUL-25 07.57.42.828000 AM
MySella,13002128,,GBS09652,-1,01/07/2025 09:48:40,,93.38.232.17,,INTERNET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,01-JUL-25 09.48.40.784000 AM
