CASE_ID,LG_OPCODE_DESCRIPTION,LG_LOG_TIME_TIMESTAMP
9473.0,Dettaglio elenco Cedolini e CU disponibili al download,28-JAN-25 05.32.51.416000 PM
13002789.0,Download PDF dalla sezione Cedolini,28-JAN-25 03.49.27.304000 PM
10689.0,Dettaglio elenco Cedolini e CU disponibili al download,08-JAN-25 12.20.46.849000 PM
18464.0,Dettaglio elenco Cedolini e CU disponibili al download,08-JAN-25 10.24.34.335000 AM
16639.0,Dettaglio elenco Cedolini e CU disponibili al download,28-JAN-25 04.46.27.446000 PM
7920.0,Download PDF dalla sezione Cedolini,08-JAN-25 11.36.21.688000 AM
5956.0,Recupero dettagliutente per Scelta Welfare,30-JAN-25 04.58.07.478000 PM
6199.0,HR/Normal user tries to update the answer,08-JAN-25 08.44.48.218000 AM
14558.0,Download PDF dalla sezione Cedolini,28-JAN-25 02.02.28.347000 PM
13002889.0,Dettaglio elenco Cedolini e CU disponibili al download,08-JAN-25 11.16.27.375000 AM
13003239.0,Normal user enters the Provvidenza Figli page,23-JAN-25 08.48.33.578000 AM
18381.0,Normal user enters the Provvidenza Figli page,28-JAN-25 09.55.52.787000 PM
18431.0,HR user tries to get Opening period list in Funzioni batch,15-JAN-25 09.23.41.193000 AM
9407.0,Download PDF dalla sezione Cedolini,10-JAN-25 01.27.03.768000 PM
13002080.0,Dettaglio elenco Cedolini e CU disponibili al download,15-JAN-25 08.44.31.764000 AM
18467.0,Dettaglio elenco Cedolini e CU disponibili al download,27-JAN-25 10.34.07.958000 AM
17890.0,Dettaglio elenco Cedolini e CU disponibili al download,08-JAN-25 11.50.30.180000 AM
9982.0,Download PDF dalla sezione Cedolini,25-JAN-25 07.45.06.882000 PM
9172.0,Recupero dettagli utente per invio adesione Fondo Nazionale,08-JAN-25 10.43.21.433000 AM
18563.0,Recupero dettagliutente per Scelta Welfare,24-JAN-25 02.30.26.325000 PM
13000706.0,Dettaglio elenco Cedolini e CU disponibili al download,08-JAN-25 09.33.20.734000 AM
13002080.0,Dettaglio elenco Cedolini e CU disponibili al download,23-JAN-25 04.07.04.070000 PM
6199.0,Normal user assign new grade for the child while creating a request,08-JAN-25 08.44.11.818000 AM
5429.0,Dettaglio elenco Cedolini e CU disponibili al download,02-JAN-25 10.30.04.008000 AM
8264.0,Download PDF dalla sezione Cedolini,15-JAN-25 09.19.12.712000 AM
6199.0,HR tried to update grade,08-JAN-25 08.44.17.596000 AM
13003178.0,Dettaglio elenco Cedolini e CU disponibili al download,28-JAN-25 04.48.51.777000 PM
11266.0,Dettaglio elenco Cedolini e CU disponibili al download,16-JAN-25 03.50.18.418000 PM
16801.0,Dettaglio elenco Cedolini e CU disponibili al download,23-JAN-25 05.59.21.106000 PM
13001358.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,24-JAN-25 03.20.10.077000 PM
13000273.0,Dettaglio elenco Cedolini e CU disponibili al download,02-JAN-25 11.00.34.006000 AM
13002407.0,Dettaglio elenco Cedolini e CU disponibili al download,24-JAN-25 02.48.53.727000 PM
9209.0,Dettaglio elenco Cedolini e CU disponibili al download,24-JAN-25 02.31.52.750000 PM
5948.0,Dettaglio elenco Cedolini e CU disponibili al download,23-JAN-25 05.04.11.619000 PM
13002350.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,02-JAN-25 11.07.03.625000 AM
18431.0,HR user tries to get Opening period list in Funzioni batch,15-JAN-25 09.20.09.653000 AM
6684.0,Dettaglio elenco Cedolini e CU disponibili al download,24-JAN-25 03.49.51.184000 PM
13002407.0,Dettaglio elenco Cedolini e CU disponibili al download,24-JAN-25 04.30.32.524000 PM
13001316.0,Download PDF dalla sezione Cedolini,16-JAN-25 09.27.47.080000 AM
7504.0,Download PDF dalla sezione Cedolini,25-JAN-25 04.55.44.519000 PM
13000159.0,Download PDF dalla sezione Cedolini,27-JAN-25 01.33.44.676000 PM
13001365.0,Download PDF dalla sezione Cedolini,02-JAN-25 10.29.00.239000 AM
