CASE_ID,LG_OPCODE_DESCRIPTION,LG_LOG_TIME_TIMESTAMP
10710.0,Dettaglio elenco Cedolini e CU disponibili al download,08-MAY-24 12.36.21.333000 PM
5170.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,24-MAY-24 07.39.38.740000 AM
5729.0,Recupero dettagliutente per Scelta Welfare,25-MAY-24 11.45.25.143000 AM
13002097.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,22-MAY-24 04.32.40.307000 PM
5168.0,Dettaglio elenco Cedolini e CU disponibili al download,21-MAY-24 10.27.44.102000 AM
6497.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,22-MAY-24 02.11.53.208000 PM
5729.0,Aggiornamento dettagli per Scelta Welfare ,25-MAY-24 11.42.30.359000 AM
17323.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,21-MAY-24 10.28.54.673000 AM
6863.0,Recupero dettagliutente per Scelta Welfare,22-MAY-24 04.34.10.545000 PM
18610.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,22-MAY-24 11.32.24.237000 AM
7864.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,15-MAY-24 01.17.54.487000 PM
6197.0,Dettaglio elenco Cedolini e CU disponibili al download,14-MAY-24 02.46.11.965000 PM
6460.0,Recupero dettagliutente per Scelta Welfare,21-MAY-24 10.28.19.765000 AM
16731.0,Recupero dettagliutente per Scelta Welfare,21-MAY-24 04.35.29.095000 PM
9077.0,Recupero dettagliutente per Scelta Welfare,06-MAY-24 11.24.57.592000 AM
5143.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,22-MAY-24 03.30.44.756000 PM
5169.0,Normal user enters the Provvidenza Figli page,06-MAY-24 11.20.16.553000 AM
17624.0,Aggiornamento dettagli per Scelta Welfare ,21-MAY-24 10.26.47.901000 AM
9255.0,Recupero dettagliutente per Scelta Welfare,21-MAY-24 10.28.44.482000 AM
9652.0,Dettaglio elenco Cedolini e CU disponibili al download,14-MAY-24 03.40.53.616000 PM
5571.0,Dettaglio elenco Cedolini e CU disponibili al download,16-MAY-24 08.40.07.062000 AM
14601.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,21-MAY-24 10.08.40.362000 PM
7111.0,Recupero dettagliutente per Scelta Welfare,24-MAY-24 04.54.18.863000 PM
13001577.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,23-MAY-24 02.45.05.912000 PM
7804.0,Dettaglio elenco Cedolini e CU disponibili al download,21-MAY-24 10.27.19.586000 AM
6116.0,Dettaglio elenco Cedolini e CU disponibili al download,28-MAY-24 11.39.10.670000 AM
9652.0,Recupero dettagliutente per Scelta Welfare,24-MAY-24 02.11.27.497000 PM
16330.0,Dettaglio elenco Cedolini e CU disponibili al download,10-MAY-24 09.21.19.716000 AM
5232.0,Aggiornamento dettagli per Scelta Welfare ,24-MAY-24 07.52.52.477000 AM
7672.0,Recupero dettagliutente per Scelta Welfare,23-MAY-24 01.57.45.302000 PM
13001802.0,Recupero dettagliutente per Scelta Welfare,21-MAY-24 10.28.15.068000 AM
8106.0,Dettaglio elenco Cedolini e CU disponibili al download,10-MAY-24 09.56.31.050000 AM
13001235.0,Download PDF dalla sezione Cedolini,13-MAY-24 02.49.26.078000 PM
9613.0,Dettaglio elenco Cedolini e CU disponibili al download,25-MAY-24 07.18.57.773000 AM
10710.0,Download PDF dalla sezione Cedolini,08-MAY-24 12.35.50.953000 PM
13001668.0,Recupero dettagliutente per Scelta Welfare,24-MAY-24 04.51.33.654000 PM
8076.0,Recupero dettagliutente per Scelta Welfare,21-MAY-24 10.27.26.413000 AM
17624.0,Recupero dettagliutente per Scelta Welfare,21-MAY-24 10.26.48.026000 AM
7162.0,Recupero dettagliutente per Scelta Welfare,21-MAY-24 04.35.17.070000 PM
7922.0,Aggiornamento dettagli per Scelta Welfare ,21-MAY-24 10.29.24.389000 AM
