CASE_ID,LG_OPCODE_DESCRIPTION,LG_LOG_TIME_TIMESTAMP
13000299.0,Dettaglio elenco Cedolini e CU disponibili al download,25-JUL-23 09.53.22.103000 AM
13000299.0,Dettaglio elenco Cedolini e CU disponibili al download,25-JUL-23 09.53.26.124000 AM
13001057.0,Dettaglio elenco Cedolini e CU disponibili al download,25-JUL-23 02.43.42.653000 PM
10680.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 05.12.42.806000 PM
17650.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 11.35.59.880000 AM
15679.0,Download PDF dalla sezione Cedolini,03-JUL-23 02.16.26.725000 PM
16700.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 02.13.37.068000 PM
13001316.0,Download PDF dalla sezione Cedolini,25-JUL-23 11.00.42.309000 AM
15679.0,Download PDF dalla sezione Cedolini,03-JUL-23 02.16.36.470000 PM
10670.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 08.18.29.471000 PM
9212.0,Dettaglio elenco Cedolini e CU disponibili al download,25-JUL-23 04.22.25.759000 PM
5902.0,Download PDF dalla sezione Cedolini,03-JUL-23 03.17.42.882000 PM
13000165.0,Dettaglio elenco Cedolini e CU disponibili al download,25-JUL-23 05.09.03.636000 PM
10455.0,A valid user enters the MIFID page details of the user would be logged,03-JUL-23 09.11.41.094000 AM
13001057.0,Dettaglio elenco Cedolini e CU disponibili al download,25-JUL-23 09.08.42.219000 AM
18101.0,Download PDF dalla sezione Cedolini,21-JUL-23 10.32.13.284000 AM
11511.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 12.02.33.407000 PM
13001057.0,Download PDF dalla sezione Cedolini,25-JUL-23 02.05.34.256000 PM
6119.0,User completed filling and submit the PPR forms,19-JUL-23 08.44.51.918000 AM
15679.0,Download PDF dalla sezione Cedolini,19-JUL-23 03.54.30.622000 AM
6909.0,User completed filling and submit the PPR forms,19-JUL-23 03.37.48.756000 PM
13001221.0,Dettaglio elenco Cedolini e CU disponibili al download,25-JUL-23 11.46.34.781000 AM
13001283.0,Dettaglio elenco Cedolini e CU disponibili al download,25-JUL-23 05.48.48.706000 PM
5427.0,User completed filling and submit the PPR forms,19-JUL-23 02.16.31.602000 PM
13000156.0,Download PDF dalla sezione Cedolini,25-JUL-23 03.42.28.226000 PM
19449.0,Download PDF dalla sezione Cedolini,14-JUL-23 11.32.51.880000 AM
15679.0,Download PDF dalla sezione Cedolini,19-JUL-23 04.29.12.378000 AM
13001479.0,Dettaglio elenco Cedolini e CU disponibili al download,21-JUL-23 05.01.12.516000 PM
9961.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 09.15.04.318000 AM
13000964.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 04.35.43.631000 PM
5463.0,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,26-JUL-23 05.17.55.769000 PM
13000846.0,Dettaglio elenco Cedolini e CU disponibili al download,24-JUL-23 05.11.54.336000 PM
5463.0,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,26-JUL-23 05.18.36.041000 PM
17303.0,User completed filling and submit the PPR forms,19-JUL-23 02.37.41.984000 PM
14473.0,Download PDF dalla sezione Cedolini,17-JUL-23 10.57.26.605000 AM
7508.0,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,26-JUL-23 05.15.09.558000 PM
5435.0,User updated the Instrument details from Piu rilevante,24-JUL-23 10.03.43.543000 AM
5463.0,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,26-JUL-23 05.07.01.192000 PM
13001547.0,Lettura e accettazione dell'accordo di smartworking,26-JUL-23 09.44.39.846000 AM
6877.0,Download PDF dalla sezione Cedolini,17-JUL-23 11.50.15.552000 AM
19487.0,Download PDF dalla sezione Cedolini,17-JUL-23 07.23.56.510000 PM
18311.0,Dettaglio elenco Cedolini e CU disponibili al download,14-JUL-23 01.52.39.754000 PM
19449.0,Dettaglio elenco Cedolini e CU disponibili al download,14-JUL-23 11.32.15.160000 AM
18350.0,Download PDF dalla sezione Cedolini,17-JUL-23 01.39.38.482000 PM
7508.0,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,26-JUL-23 05.15.03.439000 PM
19449.0,Dettaglio elenco Cedolini e CU disponibili al download,14-JUL-23 11.36.32.991000 AM
19487.0,Download PDF dalla sezione Cedolini,17-JUL-23 07.24.01.630000 PM
9982.0,Download PDF dalla sezione Cedolini,17-JUL-23 07.48.06.082000 PM
15679.0,Download PDF dalla sezione Cedolini,19-JUL-23 03.54.13.361000 AM
16983.0,Download PDF dalla sezione Cedolini,05-JUL-23 11.05.16.709000 AM
17748.0,Dettaglio elenco Cedolini e CU disponibili al download,05-JUL-23 10.00.16.889000 AM
16983.0,Download PDF dalla sezione Cedolini,05-JUL-23 11.05.17.610000 AM
19433.0,Download PDF dalla sezione Cedolini,17-JUL-23 12.50.56.672000 PM
13001483.0,Dettaglio elenco Cedolini e CU disponibili al download,05-JUL-23 09.37.45.828000 PM
8316.0,Dettaglio elenco Cedolini e CU disponibili al download,05-JUL-23 09.56.51.571000 AM
13001198.0,Dettaglio elenco Cedolini e CU disponibili al download,13-JUL-23 03.11.35.220000 PM
13001446.0,Lettura e accettazione dell'accordo di smartworking,04-JUL-23 03.49.32.289000 PM
13001282.0,Download PDF dalla sezione Cedolini,17-JUL-23 01.21.21.315000 PM
5463.0,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,26-JUL-23 05.18.44.680000 PM
8281.0,Dettaglio elenco Cedolini e CU disponibili al download,14-JUL-23 10.07.12.178000 AM
10670.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 05.49.28.198000 PM
13001239.0,Download PDF dalla sezione Cedolini,14-JUL-23 11.15.17.619000 AM
15847.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 03.34.20.565000 PM
11416.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 06.18.32.049000 PM
5993.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 12.02.48.822000 PM
19449.0,Download PDF dalla sezione Cedolini,14-JUL-23 11.37.49.020000 AM
7957.0,Download PDF dalla sezione Cedolini,18-JUL-23 12.35.48.319000 PM
13000333.0,Download PDF dalla sezione Cedolini,18-JUL-23 10.26.59.813000 AM
7957.0,Download PDF dalla sezione Cedolini,18-JUL-23 12.35.38.053000 PM
7596.0,Dettaglio elenco Cedolini e CU disponibili al download,03-JUL-23 09.37.59.351000 AM
7041.0,Recupero dettagli utente per invio adesione Fondo Nazionale,22-JUL-23 01.16.26.808000 PM
13001454.0,Recupero dettagli utente per Scelta orario di lavoro,21-JUL-23 09.18.12.351000 AM
