CASE_ID,LG_OPCODE_DESCRIPTION,LG_LOG_TIME_TIMESTAMP
13001737.0,Dettaglio elenco Cedolini e CU disponibili al download,21-FEB-25 06.21.23.943000 PM
8222.0,Dettaglio elenco Cedolini e CU disponibili al download,21-FEB-25 07.24.20.269000 PM
8222.0,Download PDF dalla sezione Cedolini,21-FEB-25 07.28.31.293000 PM
8222.0,Download PDF dalla sezione Cedolini,21-FEB-25 07.27.25.293000 PM
13003179.0,Dettaglio elenco Cedolini e CU disponibili al download,06-FEB-25 11.51.43.294000 AM
8222.0,Download PDF dalla sezione Cedolini,21-FEB-25 07.38.15.711000 PM
13001143.0,Dettaglio elenco Cedolini e CU disponibili al download,28-FEB-25 08.41.56.754000 AM
8222.0,Download PDF dalla sezione Cedolini,21-FEB-25 07.26.03.266000 PM
9967.0,Download PDF dalla sezione Cedolini,02-FEB-25 03.57.23.211000 PM
13002525.0,Recupero dettagliutente per Scelta Welfare,06-FEB-25 01.40.02.351000 PM
7351.0,Download PDF dalla sezione Cedolini,07-FEB-25 11.48.22.881000 AM
13001106.0,Recupero dettagli utente per Scelta orario di lavoro,12-FEB-25 04.38.57.263000 PM
13002584.0,Dettaglio elenco Cedolini e CU disponibili al download,07-FEB-25 02.42.15.997000 PM
7351.0,Download PDF dalla sezione Cedolini,07-FEB-25 11.46.49.510000 AM
5975.0,Dettaglio elenco Cedolini e CU disponibili al download,06-FEB-25 11.58.40.142000 AM
13000812.0,Download PDF dalla sezione Cedolini,27-FEB-25 09.42.54.984000 AM
7351.0,Dettaglio elenco Cedolini e CU disponibili al download,07-FEB-25 11.52.02.986000 AM
13003186.0,Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-25 09.41.27.442000 AM
18681.0,Download PDF dalla sezione Cedolini,07-FEB-25 02.42.05.892000 PM
7183.0,Dettaglio elenco Cedolini e CU disponibili al download,12-FEB-25 02.09.23.996000 PM
13000899.0,Normal user enters the Provvidenza Figli page,19-FEB-25 08.58.56.186000 AM
8261.0,Dettaglio elenco Cedolini e CU disponibili al download,19-FEB-25 01.07.58.950000 PM
13002957.0,Recupero dettagliutente per Scelta Welfare,03-FEB-25 09.04.02.130000 AM
14426.0,Download PDF dalla sezione Cedolini,26-FEB-25 05.12.25.335000 PM
12061127.0,Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-25 11.12.33.374000 AM
13003226.0,Download PDF dalla sezione Cedolini,27-FEB-25 12.28.58.496000 PM
13003267.0,A valid user enters the MIFID page details of the user would be logged,28-FEB-25 08.23.38.841000 AM
8004.0,Dettaglio elenco Cedolini e CU disponibili al download,19-FEB-25 02.54.23.703000 PM
13001715.0,Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-25 12.33.22.541000 PM
8004.0,Dettaglio elenco Cedolini e CU disponibili al download,19-FEB-25 02.55.11.948000 PM
8004.0,Dettaglio elenco Cedolini e CU disponibili al download,19-FEB-25 02.56.10.133000 PM
13002361.0,Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-25 01.00.48.203000 PM
7429.0,Download PDF dalla sezione Cedolini,27-FEB-25 12.32.56.772000 PM
13002600.0,Download PDF dalla sezione Cedolini,27-FEB-25 12.45.16.242000 PM
7216.0,Recupero dettagliutente per Scelta Welfare,19-FEB-25 02.59.12.532000 PM
5813.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,24-FEB-25 10.22.22.193000 AM
5755.0,Dettaglio elenco Cedolini e CU disponibili al download,24-FEB-25 06.11.01.229000 PM
8004.0,Download PDF dalla sezione Cedolini,19-FEB-25 02.56.11.402000 PM
13002184.0,Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-25 12.32.49.131000 PM
19176.0,Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-25 01.15.21.924000 PM
18101.0,Download PDF dalla sezione Cedolini,11-FEB-25 09.21.08.557000 AM
5755.0,Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-25 01.26.39.352000 PM
13002701.0,Dettaglio elenco Cedolini e CU disponibili al download,21-FEB-25 11.56.29.753000 AM
13002971.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-FEB-25 12.42.03.655000 PM
13002701.0,Dettaglio elenco Cedolini e CU disponibili al download,21-FEB-25 11.53.58.368000 AM
13003180.0,Recupero dettagliutente per Scelta Welfare,04-FEB-25 05.06.45.562000 PM
13000860.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 01.57.06.766000 PM
5338.0,Download PDF dalla sezione Cedolini,21-FEB-25 12.00.50.844000 PM
13003294.0,Dettaglio elenco Cedolini e CU disponibili al download,28-FEB-25 08.12.21.264000 AM
13003295.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 12.52.34.301000 PM
13001577.0,Dettaglio elenco Cedolini e CU disponibili al download,17-FEB-25 02.15.09.354000 PM
13002076.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 12.41.37.786000 PM
13001106.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,12-FEB-25 04.40.40.365000 PM
13000860.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 01.57.03.152000 PM
5822.0,Dettaglio elenco Cedolini e CU disponibili al download,03-FEB-25 04.08.06.731000 PM
11511.0,Dettaglio elenco Cedolini e CU disponibili al download,25-FEB-25 10.52.44.036000 AM
19231.0,Dettaglio elenco Cedolini e CU disponibili al download,25-FEB-25 08.41.52.913000 AM
13000654.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 11.58.34.372000 AM
13000954.0,Download PDF dalla sezione Cedolini,04-FEB-25 06.05.41.583000 PM
13000813.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 12.37.14.272000 AM
11980973.0,Dettaglio elenco Cedolini e CU disponibili al download,11-FEB-25 03.08.09.676000 PM
13002525.0,Dettaglio elenco Cedolini e CU disponibili al download,18-FEB-25 05.57.18.091000 PM
13001314.0,Dettaglio elenco Cedolini e CU disponibili al download,03-FEB-25 03.38.35.305000 PM
13003269.0,Recupero dettagli utente per Scelta orario di lavoro,20-FEB-25 05.44.23.287000 PM
13002349.0,Recupero dettagliutente per Scelta Welfare,21-FEB-25 04.16.56.704000 PM
13000813.0,Download PDF dalla sezione Cedolini,26-FEB-25 09.18.06.007000 AM
8268.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 04.49.35.379000 PM
13003226.0,Recupero dettagli utente per Scelta orario di lavoro,10-FEB-25 08.36.46.134000 AM
5221.0,Dettaglio elenco Cedolini e CU disponibili al download,19-FEB-25 02.46.56.225000 PM
13002349.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 05.07.31.844000 PM
13002262.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 05.02.07.504000 PM
13002155.0,Lettura e accettazione dell'accordo di smartworking,13-FEB-25 04.45.29.696000 PM
13003223.0,Dettaglio elenco Cedolini e CU disponibili al download,03-FEB-25 10.27.59.874000 AM
13002600.0,Dettaglio elenco Cedolini e CU disponibili al download,05-FEB-25 12.32.40.064000 PM
8268.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 05.01.09.121000 PM
13001655.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 05.11.30.537000 PM
13001931.0,Dettaglio elenco Cedolini e CU disponibili al download,03-FEB-25 12.50.19.773000 PM
13002076.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 12.41.42.804000 PM
13000525.0,Aggiornamento dettagli utente per Scelta orario di lavoro,12-FEB-25 10.01.41.565000 AM
13003092.0,Normal user enters the Provvidenza Figli page,05-FEB-25 11.54.53.468000 AM
13001624.0,Download PDF dalla sezione Cedolini,26-FEB-25 05.50.50.023000 PM
13002972.0,Recupero dettagli utente per invio adesione Fondo Nazionale,19-FEB-25 10.31.20.823000 AM
9238.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 12.50.08.333000 PM
8268.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 04.50.41.643000 PM
13000662.0,Download PDF dalla sezione Cedolini,05-FEB-25 11.54.42.946000 AM
13001624.0,Download PDF dalla sezione Cedolini,26-FEB-25 05.59.12.690000 PM
7767.0,Download PDF dalla sezione Cedolini,03-FEB-25 04.08.00.105000 PM
13002408.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 05.09.45.824000 PM
18654.0,Normal user enters the Provvidenza Figli page,03-FEB-25 10.19.32.787000 AM
8268.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 04.49.52.231000 PM
13002262.0,Download PDF dalla sezione Cedolini,26-FEB-25 12.38.39.450000 PM
13002464.0,Download PDF dalla sezione Cedolini,21-FEB-25 03.21.57.324000 PM
17028.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 05.15.27.952000 PM
13002407.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 04.57.17.378000 PM
8268.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 05.03.41.547000 PM
8844.0,Download PDF dalla sezione Cedolini,26-FEB-25 05.16.47.490000 PM
13002736.0,Recupero dettagli utente per Scelta orario di lavoro,10-FEB-25 08.31.22.825000 AM
7044.0,Dettaglio elenco Cedolini e CU disponibili al download,18-FEB-25 04.16.34.487000 PM
18014.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 05.01.02.360000 PM
16731.0,Dettaglio elenco Cedolini e CU disponibili al download,02-FEB-25 04.09.34.705000 PM
13003143.0,Recupero dettagliutente per Scelta Welfare,18-FEB-25 04.15.06.462000 PM
13001546.0,Download PDF dalla sezione Cedolini,26-FEB-25 10.14.50.518000 PM
13001389.0,Dettaglio elenco Cedolini e CU disponibili al download,11-FEB-25 03.45.19.414000 PM
13000121.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 03.02.13.247000 PM
13002692.0,Recupero dettagli utente per invio adesione Fondo Nazionale,11-FEB-25 03.17.17.140000 PM
7716.0,Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-25 02.29.35.668000 PM
17148.0,Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-25 10.37.02.877000 AM
13001546.0,Download PDF dalla sezione Cedolini,26-FEB-25 10.14.12.267000 PM
13002834.0,Dettaglio elenco Cedolini e CU disponibili al download,04-FEB-25 08.30.35.034000 AM
13003110.0,Dettaglio elenco Cedolini e CU disponibili al download,24-FEB-25 09.08.13.605000 AM
13003275.0,Aggiornamento dettagli utente per Scelta orario di lavoro,05-FEB-25 04.15.10.553000 PM
13003240.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,05-FEB-25 03.06.50.608000 PM
13002564.0,Dettaglio elenco Cedolini e CU disponibili al download,11-FEB-25 03.40.13.348000 PM
7421.0,Dettaglio elenco Cedolini e CU disponibili al download,05-FEB-25 03.20.40.648000 PM
13002543.0,Dettaglio elenco Cedolini e CU disponibili al download,28-FEB-25 08.16.22.409000 AM
13002299.0,Download PDF dalla sezione Cedolini,05-FEB-25 03.36.18.559000 PM
