CASE_ID,LG_OPCODE_DESCRIPTION,LG_LOG_TIME_TIMESTAMP
17508.0,Download PDF dalla sezione Cedolini,26-APR-24 08.52.05.639000 AM
9671.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 09.23.26.714000 AM
7063.0,Download PDF dalla sezione Cedolini,26-APR-24 08.51.52.391000 AM
18464.0,Dettaglio elenco Cedolini e CU disponibili al download,22-APR-24 08.41.33.656000 AM
18018.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 08.54.18.719000 AM
13002261.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 08.51.31.582000 AM
13002392.0,Download PDF dalla sezione Cedolini,29-APR-24 09.55.12.527000 AM
7063.0,Download PDF dalla sezione Cedolini,26-APR-24 08.52.21.571000 AM
13001642.0,Download PDF dalla sezione Cedolini,22-APR-24 03.35.29.435000 PM
7802.0,Download PDF dalla sezione Cedolini,29-APR-24 09.59.44.262000 AM
13000299.0,Dettaglio elenco Cedolini e CU disponibili al download,22-APR-24 03.53.03.543000 PM
13001159.0,Recupero dettagliutente per Scelta Welfare,22-APR-24 03.36.33.009000 PM
19430.0,Download PDF dalla sezione Cedolini,26-APR-24 09.39.17.552000 AM
13000917.0,Download PDF dalla sezione Cedolini,26-APR-24 08.54.57.315000 AM
13000649.0,Recupero dettagliutente per Scelta Welfare,29-APR-24 10.57.30.993000 AM
10953.0,Download PDF dalla sezione Cedolini,29-APR-24 10.03.52.475000 AM
13001158.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 09.47.53.871000 AM
13001940.0,Download PDF dalla sezione Cedolini,26-APR-24 08.46.18.124000 AM
13000909.0,Dettaglio elenco Cedolini e CU disponibili al download,30-APR-24 04.57.10.351000 PM
17119.0,Dettaglio elenco Cedolini e CU disponibili al download,16-APR-24 11.57.58.958000 AM
15757.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 08.52.09.870000 AM
19440.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 09.31.16.633000 AM
13001092.0,Recupero dettagliutente per Scelta Welfare,03-APR-24 12.16.05.362000 PM
7716.0,Download PDF dalla sezione Cedolini,25-APR-24 07.34.32.184000 AM
7376.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 09.27.04.092000 AM
17726.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 09.01.00.662000 AM
13002464.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 09.03.56.778000 AM
12098385.0,Download PDF dalla sezione Cedolini,26-APR-24 09.13.20.854000 AM
13001545.0,Dettaglio elenco Cedolini e CU disponibili al download,29-APR-24 09.47.37.221000 AM
5116.0,Normal user enters the Provvidenza Figli page,29-APR-24 09.51.35.681000 AM
15427.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 09.12.25.912000 AM
16581.0,Dettaglio elenco Cedolini e CU disponibili al download,22-APR-24 03.51.26.204000 PM
13001234.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 09.31.07.746000 AM
10693.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 09.10.39.839000 AM
13001546.0,Download PDF dalla sezione Cedolini,25-APR-24 08.42.20.354000 AM
13002462.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 08.53.32.512000 AM
19486.0,Download PDF dalla sezione Cedolini,26-APR-24 09.35.55.148000 AM
11511.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 09.50.27.450000 AM
5792.0,HR/Normal user tries to update the answer,29-APR-24 10.44.44.037000 AM
9802.0,Download PDF dalla sezione Cedolini,26-APR-24 09.04.31.798000 AM
15422.0,Dettaglio elenco Cedolini e CU disponibili al download,26-APR-24 11.23.02.720000 AM
13001761.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,11-APR-24 08.54.10.880000 AM
