CASE_ID,LG_OPCODE_DESCRIPTION,LG_LOG_TIME_TIMESTAMP
17394.0,Download PDF dalla sezione Cedolini,30-SEP-24 08.02.29.284000 AM
13000534.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 06.06.16.408000 PM
13001883.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 05.29.58.826000 PM
6890.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 06.21.18.105000 PM
8050.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 06.11.39.383000 PM
19449.0,Recupero dettagliutente per Scelta Welfare,24-SEP-24 04.23.39.821000 PM
13000154.0,Download PDF dalla sezione Cedolini,26-SEP-24 03.56.44.174000 PM
13001624.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 12.44.20.937000 PM
13000324.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 05.50.13.225000 PM
7508.0,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,26-SEP-24 07.00.19.654000 PM
13000515.0,Recupero dettagli utente per invio adesione Fondo Nazionale,24-SEP-24 04.22.14.648000 PM
13001883.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 05.33.01.413000 PM
13001883.0,Download PDF dalla sezione Cedolini,26-SEP-24 05.37.58.623000 PM
13001883.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 05.33.17.365000 PM
13001389.0,Dettaglio elenco Cedolini e CU disponibili al download,24-SEP-24 05.05.51.723000 PM
13001654.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 05.54.20.753000 PM
13001624.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 12.41.37.570000 PM
13000899.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 06.18.11.220000 PM
7508.0,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,26-SEP-24 07.03.26.488000 PM
13001883.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 05.33.02.438000 PM
13001546.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 05.54.54.248000 PM
13001546.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 05.31.05.632000 PM
13001752.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 03.59.37.134000 PM
13002357.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 05.52.09.034000 PM
5290.0,Recupero dettagliutente per Scelta Welfare,24-SEP-24 12.44.31.940000 PM
17319.0,Download PDF dalla sezione Cedolini,30-SEP-24 11.09.31.507000 AM
15422.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 05.55.40.589000 PM
13001233.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 04.05.34.620000 PM
18318.0,Dettaglio elenco Cedolini e CU disponibili al download,30-SEP-24 11.16.31.135000 AM
6485.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 12.13.34.322000 PM
11994181.0,Dettaglio elenco Cedolini e CU disponibili al download,19-SEP-24 09.23.00.647000 AM
15422.0,Download PDF dalla sezione Cedolini,14-SEP-24 08.54.55.997000 PM
13000154.0,Download PDF dalla sezione Cedolini,26-SEP-24 03.56.56.872000 PM
17317.0,Download PDF dalla sezione Cedolini,30-SEP-24 11.14.23.727000 AM
13002837.0,Dettaglio elenco Cedolini e CU disponibili al download,02-SEP-24 11.46.44.749000 AM
13001546.0,Dettaglio elenco Cedolini e CU disponibili al download,26-SEP-24 05.35.14.025000 PM
12131856.0,Download PDF dalla sezione Cedolini,16-SEP-24 05.50.40.519000 PM
