CASE_ID,LG_OPCODE_DESCRIPTION,LG_LOG_TIME_TIMESTAMP
10896.0,Recupero dettagliutente per Scelta Welfare,01-JUL-25 09.01.52.407000 AM
18101.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 09.57.23.425000 AM
7434.0,Recupero dettagliutente per Scelta Welfare,01-JUL-25 07.14.35.944000 AM
13002442.0,Recupero dettagliutente per Scelta Welfare,01-JUL-25 10.26.50.654000 AM
13003386.0,Normal user enters the Provvidenza Figli page,01-JUL-25 12.38.46.197000 PM
19217.0,Download PDF dalla sezione Cedolini,01-JUL-25 09.58.17.002000 AM
7041.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 11.17.08.873000 AM
13003781.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 12.00.50.826000 PM
13001675.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 07.57.42.828000 AM
13002128.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 09.48.40.784000 AM
13003363.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 09.43.33.150000 AM
7572.0,Recupero dettagliutente per Scelta Welfare,01-JUL-25 09.12.39.312000 AM
13000887.0,Download PDF dalla sezione Cedolini,01-JUL-25 10.43.55.929000 AM
13003778.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 11.53.14.967000 AM
5591.0,Recupero dettagliutente per Scelta Welfare,01-JUL-25 12.16.48.291000 PM
17028.0,Download PDF dalla sezione Cedolini,01-JUL-25 09.25.11.021000 AM
13003070.0,Download PDF dalla sezione Cedolini,01-JUL-25 09.18.43.604000 AM
5368.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 01.02.03.001000 PM
13001277.0,Recupero dettagliutente per Scelta Welfare,01-JUL-25 08.48.22.963000 AM
8076.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 02.43.51.931000 PM
13003766.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 11.42.08.182000 AM
8076.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 02.43.23.563000 PM
17822.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 01.37.22.067000 PM
7017.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 09.36.23.472000 AM
13003792.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 04.27.58.431000 PM
13003386.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 12.39.04.587000 PM
13003538.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 11.30.13.462000 AM
18431.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 05.27.30.730000 PM
14472.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 09.55.29.861000 AM
13000972.0,Download PDF dalla sezione Cedolini,01-JUL-25 10.01.08.264000 AM
13001365.0,Download PDF dalla sezione Cedolini,01-JUL-25 12.34.10.523000 PM
13000972.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 10.00.52.743000 AM
18681.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 08.44.32.493000 AM
18681.0,Download PDF dalla sezione Cedolini,01-JUL-25 08.44.34.710000 AM
6819.0,Download PDF dalla sezione Cedolini,01-JUL-25 11.47.49.169000 AM
10014.0,Recupero dettagliutente per Scelta Welfare,01-JUL-25 02.28.34.264000 PM
13002598.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 11.03.04.841000 AM
13003386.0,Recupero dettagli utente per Scelta orario di lavoro,01-JUL-25 12.38.05.649000 PM
13000273.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 09.15.38.375000 AM
13002580.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 12.24.19.800000 PM
13003759.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 11.43.52.625000 AM
13003364.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 03.44.16.298000 PM
13003766.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 12.58.26.902000 PM
6941.0,Normal user enters the Provvidenza Figli page,01-JUL-25 09.34.35.945000 AM
13003630.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 05.37.11.150000 PM
7468.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 10.00.08.912000 AM
19249.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 06.04.48.992000 PM
18684.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 11.12.24.738000 AM
9560.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 09.40.49.531000 AM
5227.0,Recupero dettagliutente per Scelta Welfare,01-JUL-25 09.20.04.837000 AM
6923.0,Download PDF dalla sezione Cedolini,01-JUL-25 02.46.49.628000 PM
7272.0,Recupero dettagliutente per Scelta Welfare,01-JUL-25 08.46.14.591000 AM
13003369.0,Download PDF dalla sezione Cedolini,01-JUL-25 11.42.57.880000 AM
5890.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 03.11.12.227000 PM
13002676.0,Download PDF dalla sezione Cedolini,01-JUL-25 03.15.50.423000 PM
13003440.0,Download PDF dalla sezione Cedolini,01-JUL-25 04.17.23.738000 PM
9226.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,01-JUL-25 05.56.35.209000 PM
17890.0,Download PDF dalla sezione Cedolini,01-JUL-25 04.39.18.872000 PM
13002754.0,Recupero dettagliutente per Scelta Welfare,01-JUL-25 03.45.53.574000 PM
5221.0,Download PDF dalla sezione Cedolini,01-JUL-25 03.46.11.221000 PM
13002061.0,Download PDF dalla sezione Cedolini,01-JUL-25 08.55.55.279000 PM
13003132.0,Dettaglio elenco Cedolini e CU disponibili al download,01-JUL-25 06.06.53.954000 PM
13001368.0,Download PDF dalla sezione Cedolini,02-JUL-25 09.39.28.708000 AM
7429.0,Download PDF dalla sezione Cedolini,02-JUL-25 11.25.03.614000 AM
