CASE_ID,LG_OPCODE_DESCRIPTION,LG_LOG_TIME_TIMESTAMP
13001060.0,A valid user enters the MIFID page details of the user would be logged,03-APR-23 01.59.35.374000 PM
13001012.0,A valid user enters the MIFID page details of the user would be logged,03-APR-23 09.54.51.221000 AM
8301.0,Download PDF dalla sezione Cedolini,13-APR-23 11.58.44.115000 AM
13000157.0,Dettaglio elenco Cedolini e CU disponibili al download,30-APR-23 05.16.02.345000 PM
16924.0,Download PDF dalla sezione Cedolini,06-APR-23 07.27.03.492000 PM
5039.0,Lettura e accettazione dell'accordo di smartworking,24-APR-23 12.19.32.997000 PM
17205.0,Dettaglio elenco Cedolini e CU disponibili al download,13-APR-23 10.35.55.750000 AM
13000730.0,Download PDF dalla sezione Cedolini,13-APR-23 12.05.46.897000 PM
18337.0,Normal user enters the Provvidenza Figli page,24-APR-23 03.13.33.476000 PM
8301.0,Download PDF dalla sezione Cedolini,13-APR-23 11.59.08.649000 AM
13000594.0,Dettaglio elenco Cedolini e CU disponibili al download,13-APR-23 02.33.58.294000 PM
9630.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 08.10.12.127000 AM
5856.0,Normal user update grade for a child,26-APR-23 02.58.16.842000 PM
6263.0,HR/Normal user tries to update the answer,07-APR-23 09.26.06.798000 AM
11994181.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 08.27.40.811000 AM
16468.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 10.16.55.099000 AM
13000708.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 08.11.28.919000 AM
13001162.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 02.52.13.756000 PM
8943.0,Dettaglio elenco Cedolini e CU disponibili al download,17-APR-23 08.22.24.757000 PM
17205.0,Dettaglio elenco Cedolini e CU disponibili al download,17-APR-23 02.16.50.902000 PM
9070.0,Download PDF dalla sezione Cedolini,27-APR-23 12.39.16.981000 PM
19486.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 11.05.42.238000 AM
17626.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 08.54.43.644000 AM
17890.0,Download PDF dalla sezione Cedolini,27-APR-23 12.05.54.045000 PM
13000114.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 08.14.50.615000 AM
5337.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 08.15.34.433000 AM
5856.0,Download PDF dalla sezione Cedolini,27-APR-23 10.26.36.215000 AM
17717.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 08.17.33.619000 AM
7429.0,Dettaglio elenco Cedolini e CU disponibili al download,17-APR-23 08.52.26.259000 AM
16799.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 11.34.23.427000 AM
7516.0,Download PDF dalla sezione Cedolini,27-APR-23 10.57.10.072000 AM
7160.0,Download PDF dalla sezione Cedolini,27-APR-23 09.13.51.811000 AM
10885.0,Download PDF dalla sezione Cedolini,27-APR-23 10.23.23.186000 AM
17551.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 09.53.33.886000 AM
7516.0,Download PDF dalla sezione Cedolini,27-APR-23 11.54.56.392000 AM
8016.0,Download PDF dalla sezione Cedolini,27-APR-23 10.39.27.384000 AM
13000052.0,Download PDF dalla sezione Cedolini,27-APR-23 11.41.59.471000 AM
13000159.0,Download PDF dalla sezione Cedolini,27-APR-23 09.11.17.056000 AM
6225.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 08.52.37.168000 AM
17696.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 08.29.22.145000 AM
13001162.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 04.53.11.586000 PM
9982.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 04.02.54.601000 PM
18703.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 08.26.41.377000 AM
17319.0,Download PDF dalla sezione Cedolini,27-APR-23 09.11.33.121000 AM
6144.0,Dettaglio elenco Cedolini e CU disponibili al download,27-APR-23 08.27.27.548000 AM
