CASE_ID,LG_OPCODE_DESCRIPTION,LG_LOG_TIME_TIMESTAMP
10025.0,Download PDF dalla sezione Cedolini,28-AUG-24 09.18.59.750000 AM
10025.0,Download PDF dalla sezione Cedolini,28-AUG-24 09.19.13.650000 AM
13002169.0,Download PDF dalla sezione Cedolini,28-AUG-24 09.16.11.558000 AM
13002574.0,Dettaglio elenco Cedolini e CU disponibili al download,28-AUG-24 09.48.54.671000 AM
13001491.0,Download PDF dalla sezione Cedolini,07-AUG-24 07.45.35.390000 PM
19211.0,Dettaglio elenco Cedolini e CU disponibili al download,28-AUG-24 12.24.12.436000 PM
18464.0,Dettaglio elenco Cedolini e CU disponibili al download,02-AUG-24 02.15.10.967000 PM
15872.0,Download PDF dalla sezione Cedolini,28-AUG-24 12.24.18.310000 PM
19176.0,Download PDF dalla sezione Cedolini,02-AUG-24 07.15.39.307000 PM
13001246.0,Download PDF dalla sezione Cedolini,28-AUG-24 09.38.46.291000 AM
6268.0,Dettaglio elenco Cedolini e CU disponibili al download,08-AUG-24 08.30.05.561000 AM
13002574.0,Recupero dettagliutente per Scelta Welfare,28-AUG-24 09.54.22.935000 AM
18462.0,Download PDF dalla sezione Cedolini,13-AUG-24 10.11.32.172000 AM
13000604.0,Dettaglio elenco Cedolini e CU disponibili al download,28-AUG-24 09.28.22.066000 AM
13000482.0,Recupero dettagliutente per Scelta Welfare,08-AUG-24 08.51.18.387000 AM
13001871.0,Dettaglio elenco Cedolini e CU disponibili al download,29-AUG-24 05.51.38.410000 PM
16468.0,Download PDF dalla sezione Cedolini,06-AUG-24 09.28.08.238000 AM
13002786.0,Recupero dettagliutente per Scelta Welfare,07-AUG-24 12.10.59.179000 PM
13002735.0,Recupero dettagliutente per Scelta Welfare,22-AUG-24 02.15.27.850000 PM
12119934.0,Dettaglio elenco Cedolini e CU disponibili al download,28-AUG-24 03.03.09.950000 PM
13002735.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,22-AUG-24 02.15.28.197000 PM
13001767.0,Recupero dettagliutente per Scelta Welfare,26-AUG-24 09.13.08.392000 PM
13002578.0,Recupero dettagli utente per Scelta orario di lavoro,06-AUG-24 02.46.17.697000 PM
17624.0,Download PDF dalla sezione Cedolini,27-AUG-24 10.08.45.446000 AM
15809.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,06-AUG-24 09.17.04.719000 AM
11994181.0,Download PDF dalla sezione Cedolini,27-AUG-24 10.16.50.677000 AM
7504.0,Download PDF dalla sezione Cedolini,26-AUG-24 07.47.03.837000 PM
7212.0,Dettaglio elenco Cedolini e CU disponibili al download,13-AUG-24 02.46.05.364000 PM
13002570.0,Lettura e accettazione dell'accordo di smartworking,07-AUG-24 02.36.22.632000 PM
14474.0,Download PDF dalla sezione Cedolini,07-AUG-24 03.06.48.335000 PM
13002405.0,Download PDF dalla sezione Cedolini,27-AUG-24 10.14.10.234000 AM
13002184.0,Download PDF dalla sezione Cedolini,27-AUG-24 09.50.45.254000 AM
6281.0,Dettaglio elenco Cedolini e CU disponibili al download,06-AUG-24 02.44.21.459000 PM
