CASE_ID,LG_OPCODE_DESCRIPTION,LG_LOG_TIME_TIMESTAMP
7761.0,Recupero dettagliutente per Scelta Welfare,02-DEC-24 08.56.13.955000 AM
8112.0,Recupero dettagliutente per Scelta Welfare,18-DEC-24 04.04.54.125000 PM
7109.0,Dettaglio elenco Cedolini e CU disponibili al download,23-DEC-24 01.10.46.981000 PM
13001654.0,Dettaglio elenco Cedolini e CU disponibili al download,24-DEC-24 10.55.55.901000 AM
7086.0,A valid user enters the MIFID page details of the user would be logged,12-DEC-24 08.43.50.540000 AM
13001693.0,Dettaglio elenco Cedolini e CU disponibili al download,12-DEC-24 12.02.30.266000 PM
6770.0,Recupero dettagliutente per Scelta Welfare,31-DEC-24 11.28.04.807000 AM
13000958.0,Dettaglio elenco Cedolini e CU disponibili al download,19-DEC-24 08.49.56.460000 AM
16581.0,Dettaglio elenco Cedolini e CU disponibili al download,19-DEC-24 10.58.32.473000 AM
7649.0,Recupero dettagli utente per invio adesione Fondo Nazionale,06-DEC-24 04.22.43.602000 PM
17703.0,Download PDF dalla sezione Cedolini,27-DEC-24 10.21.32.801000 AM
6890.0,Dettaglio elenco Cedolini e CU disponibili al download,24-DEC-24 10.31.47.454000 AM
13001507.0,Dettaglio elenco Cedolini e CU disponibili al download,04-DEC-24 03.36.19.427000 PM
13001752.0,Dettaglio elenco Cedolini e CU disponibili al download,19-DEC-24 04.02.39.167000 PM
13002578.0,Download PDF dalla sezione Cedolini,27-DEC-24 10.20.10.357000 AM
8120.0,Normal user enters the Provvidenza Figli page,09-DEC-24 05.03.17.618000 PM
18431.0,Recupero dettagli utente per Scelta orario di lavoro,09-DEC-24 05.02.27.352000 PM
8161.0,Aggiornamento dettagli utente per Scelta orario di lavoro,12-DEC-24 08.56.40.281000 AM
5287.0,A valid user enters the MIFID page details of the user would be logged,12-DEC-24 07.44.42.821000 AM
13000301.0,Dettaglio elenco Cedolini e CU disponibili al download,17-DEC-24 08.04.45.830000 AM
6199.0,Normal user enters the Provvidenza Figli page,11-DEC-24 05.58.05.315000 PM
13003114.0,Lettura e accettazione dell'accordo di smartworking,11-DEC-24 04.17.27.681000 PM
13002926.0,Recupero dettagli utente per Scelta orario di lavoro,12-DEC-24 09.22.34.256000 AM
9635.0,Dettaglio elenco Cedolini e CU disponibili al download,30-DEC-24 04.00.10.402000 PM
17669.0,Dettaglio elenco Cedolini e CU disponibili al download,24-DEC-24 08.18.04.325000 AM
5863.0,Recupero dettagliutente per Scelta Welfare,31-DEC-24 12.10.18.387000 PM
18716.0,Download PDF dalla sezione Cedolini,27-DEC-24 09.34.34.733000 AM
13002172.0,Recupero dettagli utente per Scelta orario di lavoro,10-DEC-24 05.46.13.787000 PM
13002172.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,10-DEC-24 05.45.50.693000 PM
5634.0,Aggiornamento dettagli utente per Scelta orario di lavoro,09-DEC-24 04.50.37.428000 PM
6877.0,Dettaglio elenco Cedolini e CU disponibili al download,30-DEC-24 03.54.20.487000 PM
18716.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,30-DEC-24 05.00.21.094000 PM
13002733.0,Aggiornamento dettagli utente per Scelta orario di lavoro,09-DEC-24 05.30.22.237000 PM
13002632.0,Dettaglio elenco Cedolini e CU disponibili al download,19-DEC-24 04.15.13.626000 PM
14426.0,Aggiornamento dettagli utente per Scelta orario di lavoro,09-DEC-24 05.23.53.678000 PM
17670.0,Dettaglio elenco Cedolini e CU disponibili al download,09-DEC-24 05.05.43.252000 PM
13000509.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,09-DEC-24 05.18.24.998000 PM
8009.0,A valid user enters the MIFID page details of the user would be logged,12-DEC-24 08.30.43.531000 AM
5576.0,Recupero dettagli utente per Scelta orario di lavoro,12-DEC-24 08.52.37.689000 AM
11980973.0,Dettaglio elenco Cedolini e CU disponibili al download,19-DEC-24 04.59.32.420000 PM
13002663.0,Dettaglio elenco Cedolini e CU disponibili al download,23-DEC-24 11.13.46.554000 AM
18462.0,Dettaglio elenco Cedolini e CU disponibili al download,20-DEC-24 08.46.15.343000 AM
17381.0,Dettaglio elenco Cedolini e CU disponibili al download,20-DEC-24 09.22.42.196000 AM
6376.0,Recupero dettagli utente per Scelta orario di lavoro,12-DEC-24 08.59.53.784000 AM
18554.0,Dettaglio elenco Cedolini e CU disponibili al download,20-DEC-24 09.27.30.328000 AM
6373.0,Recupero dettagli utente per Scelta orario di lavoro,12-DEC-24 09.11.50.785000 AM
5961.0,Dettaglio elenco Cedolini e CU disponibili al download,18-DEC-24 03.36.38.709000 PM
5100.0,Recupero dettagli utente per Scelta orario di lavoro,12-DEC-24 08.51.37.690000 AM
17349.0,Dettaglio elenco Cedolini e CU disponibili al download,19-DEC-24 04.26.17.624000 PM
5326.0,A valid user enters the MIFID page details of the user would be logged,12-DEC-24 09.24.25.784000 AM
14426.0,Recupero dettagli utente per Scelta orario di lavoro,09-DEC-24 05.23.44.077000 PM
15563.0,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,19-DEC-24 04.19.11.723000 PM
