SYSTEM_ID,CASE_ID,LG_USER_ID,LG_ID_SOGGETTO,LG_LOG_TIME,LG_TERMINAL_NAME,LG_IP_ADDRESS,LG_MAC_ADDRESS,LG_CHANNEL,LG_ROLE,LG_CDR_NAME,LG_ID_SUCCURSALE,LG_ID_BANCA,LG_OPERATION_CODE,LG_NUMERO_CONTO_PARTENZA,LG_DIVISA_PARTENZA,LG_IMPORTO_PARTENZA,LG_NUMERO_CONTO_ARRIVO,LG_DIVISA_ARRIVO,LG_IMPORTO_ARRIVO,LG_VALUTA_OPERAZIONE,LG_TIPO_TITOLO,LG_ID_SOGGETTO_TRATTATO,LG_NUMERO_ORDINE,LG_OPERATION_RESULT,LG_OPCODE_DESCRIPTION,LG_APPLICATION,LG_APPLICATION_RESPONSIBLE,LG_OPERATION_TYPE,LG_OPERATION_FROM,LG_PROCESS_CODE,LG_SUBPROCESS_CODE,LG_LOG_TIME_TIMESTAMP
MySella,12001424,GBS07280,-1,26/11/2024 17:16:55,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.16.55.109000 PM
MySella,13002985,GBS10729,-1,05/11/2024 11:15:34,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,05-NOV-24 11.15.34.320000 AM
MySella,13001237,GBS08630,-1,26/11/2024 17:14:14,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.14.14.502000 PM
MySella,13000966,GBS08333,-1,26/11/2024 17:04:06,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.04.06.186000 PM
MySella,17624,GBS06565,-1,26/11/2024 17:15:47,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.15.47.699000 PM
MySella,13002695,GBS10362,-1,26/11/2024 17:03:38,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.03.38.164000 PM
MySella,13002262,GBS09787,-1,26/11/2024 17:42:56,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.42.56.132000 PM
MySella,17624,GBS06565,-1,26/11/2024 17:16:04,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.16.04.665000 PM
MySella,13002735,BSABJ,13229860,02/11/2024 21:31:25,,213.218.53.172,,INTRANET,DIPENDENTE,0P68P6,,1,RUMODHR_WLFR_CHECK,,,,,,,,,,,SUCCESS,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,02-NOV-24 09.31.25.382000 PM
MySella,13001624,GBS09862,-1,26/11/2024 17:38:36,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.38.36.346000 PM
MySella,13001883,GBS09403,-1,26/11/2024 17:29:45,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.29.45.078000 PM
MySella,6745,GBS00699,-1,26/11/2024 17:30:53,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.30.53.665000 PM
MySella,13001251,GBS08644,-1,26/11/2024 17:31:45,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.31.45.289000 PM
MySella,13002296,GBS09836,-1,26/11/2024 17:00:04,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.00.04.385000 PM
MySella,17624,GBS06565,-1,26/11/2024 17:16:12,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.16.12.102000 PM
MySella,13002074,GBS09594,-1,20/11/2024 09:26:00,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,20-NOV-24 09.26.00.965000 AM
MySella,13001883,GBS09403,-1,26/11/2024 17:11:45,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.11.45.224000 PM
MySella,13002408,GBS10000,-1,26/11/2024 17:40:33,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.40.33.172000 PM
MySella,13001718,GBS09225,-1,26/11/2024 17:27:01,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.27.01.065000 PM
MySella,5633,GBS00328,-1,26/11/2024 17:09:06,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.09.06.137000 PM
MySella,5463,GBS00886,-1,26/11/2024 17:31:15,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_BO_CED_CNT,,,,,,,,,,,SUCCESS,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.31.15.077000 PM
MySella,13001883,GBS09403,-1,26/11/2024 17:24:18,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.24.18.423000 PM
MySella,13001546,GBS08979,-1,26/11/2024 17:54:46,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.54.46.724000 PM
MySella,17717,GBS06626,-1,26/11/2024 18:05:47,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 06.05.47.179000 PM
MySella,13001883,GBS09403,-1,26/11/2024 17:24:11,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.24.11.889000 PM
MySella,6594,CS18,327654,20/11/2024 09:54:13,,213.218.53.172,,INTRANET,DIPGRUPPO,CS0150,,1,RUMODHR_WLFR_CHECK,,,,,,,,,,,SUCCESS,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,20-NOV-24 09.54.13.251000 AM
MySella,16639,GBS06146,-1,26/11/2024 17:38:49,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.38.49.470000 PM
MySella,5430,GBS00233,-1,26/11/2024 17:41:15,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.41.15.490000 PM
MySella,13003056,BSADK,13380483,20/11/2024 12:35:59,,213.218.53.172,,INTRANET,DIPENDENTE,0H28H2,,1,RUMODHR_WLFR_CHECK,,,,,,,,,,,SUCCESS,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,20-NOV-24 12.35.59.778000 PM
MySella,13001694,GBS10555,-1,20/11/2024 12:30:45,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,20-NOV-24 12.30.45.238000 PM
MySella,5463,GBS00886,-1,26/11/2024 17:20:17,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_BO_CED_CNT,,,,,,,,,,,SUCCESS,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.20.17.824000 PM
MySella,13000214,GBS09478,-1,10/11/2024 19:18:06,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,10-NOV-24 07.18.06.055000 PM
MySella,13001883,GBS09403,-1,26/11/2024 17:26:54,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.26.54.985000 PM
MySella,15738,FBK261,13111895,05/11/2024 11:22:29,,213.218.53.172,,INTRANET,DIPENDENTE,FK0008,,10824272,RUMODHR_BORE_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per Scelta orario di lavoro,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,05-NOV-24 11.22.29.753000 AM
MySella,11980973,GBS07263,-1,26/11/2024 17:13:38,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.13.38.772000 PM
MySella,13001694,GBS10555,-1,20/11/2024 12:30:49,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,20-NOV-24 12.30.49.628000 PM
MySella,13002074,GBS09594,-1,20/11/2024 09:27:59,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,20-NOV-24 09.27.59.545000 AM
MySella,13003061,BSADN,6466968,20/11/2024 09:22:01,,213.218.53.172,,INTRANET,DIPENDENTE,099C69,,1,RUMODHR_WLFR_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagliutente per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,20-NOV-24 09.22.01.745000 AM
MySella,13001446,GBS08866,-1,26/11/2024 17:29:06,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-NOV-24 05.29.06.990000 PM
MySella,6180,GBS01023,-1,27/11/2024 16:47:38,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-NOV-24 04.47.38.723000 PM
MySella,13002718,GBS10395,-1,06/11/2024 15:22:07,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,06-NOV-24 03.22.07.643000 PM
