SYSTEM_ID,CASE_ID,LG_USER_ID,LG_ID_SOGGETTO,LG_LOG_TIME,LG_TERMINAL_NAME,LG_IP_ADDRESS,LG_MAC_ADDRESS,LG_CHANNEL,LG_ROLE,LG_CDR_NAME,LG_ID_SUCCURSALE,LG_ID_BANCA,LG_OPERATION_CODE,LG_NUMERO_CONTO_PARTENZA,LG_DIVISA_PARTENZA,LG_IMPORTO_PARTENZA,LG_NUMERO_CONTO_ARRIVO,LG_DIVISA_ARRIVO,LG_IMPORTO_ARRIVO,LG_VALUTA_OPERAZIONE,LG_TIPO_TITOLO,LG_ID_SOGGETTO_TRATTATO,LG_NUMERO_ORDINE,LG_OPERATION_RESULT,LG_OPCODE_DESCRIPTION,LG_APPLICATION,LG_APPLICATION_RESPONSIBLE,LG_OPERATION_TYPE,LG_OPERATION_FROM,LG_PROCESS_CODE,LG_SUBPROCESS_CODE,LG_LOG_TIME_TIMESTAMP
MySella,17394,GBS09319,-1,30/09/2024 08:02:29,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,30-SEP-24 08.02.29.284000 AM
MySella,13000534,GBS07648,-1,26/09/2024 18:06:16,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 06.06.16.408000 PM
MySella,13001883,GBS09403,-1,26/09/2024 17:29:58,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 05.29.58.826000 PM
MySella,6890,GBS00703,-1,26/09/2024 18:21:18,,82.192.129.126,,INTERNET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 06.21.18.105000 PM
MySella,8050,GBS08411,-1,26/09/2024 18:11:39,,50.233.65.29,,INTERNET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 06.11.39.383000 PM
MySella,19449,SIB616,12146950,24/09/2024 16:23:39,,213.218.53.172,,INTRANET,DIPENDENTE,099F93,,1367924,RUMODHR_WLFR_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagliutente per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,24-SEP-24 04.23.39.821000 PM
MySella,13000154,GBS07261,-1,26/09/2024 15:56:44,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 03.56.44.174000 PM
MySella,13001624,GBS09862,-1,26/09/2024 12:44:20,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 12.44.20.937000 PM
MySella,13000324,GBS07380,-1,26/09/2024 17:50:13,,216.128.25.200,,INTERNET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 05.50.13.225000 PM
MySella,7508,GBS01901,-1,26/09/2024 19:00:19,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_BO_CED_CNT,,,,,,,,,,,SUCCESS,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 07.00.19.654000 PM
MySella,13000515,SHBA87,12320113,24/09/2024 16:22:14,,213.218.53.172,,INTRANET,DIPENDENTE,099G52,,1483455,RUMODHR_FNAZ_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per invio adesione Fondo Nazionale,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,24-SEP-24 04.22.14.648000 PM
MySella,13001883,GBS09403,-1,26/09/2024 17:33:01,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 05.33.01.413000 PM
MySella,13001883,GBS09403,-1,26/09/2024 17:37:58,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 05.37.58.623000 PM
MySella,13001883,GBS09403,-1,26/09/2024 17:33:17,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 05.33.17.365000 PM
MySella,13001389,GBS10252,-1,24/09/2024 17:05:51,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,24-SEP-24 05.05.51.723000 PM
MySella,13001654,GBS09115,-1,26/09/2024 17:54:20,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 05.54.20.753000 PM
MySella,13001624,GBS09862,-1,26/09/2024 12:41:37,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 12.41.37.570000 PM
MySella,13000899,GBS08240,-1,26/09/2024 18:18:11,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 06.18.11.220000 PM
MySella,7508,GBS01901,-1,26/09/2024 19:03:26,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_BO_CED_CNT,,,,,,,,,,,SUCCESS,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 07.03.26.488000 PM
MySella,13001883,GBS09403,-1,26/09/2024 17:33:02,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 05.33.02.438000 PM
MySella,13001546,GBS08979,-1,26/09/2024 17:54:54,,5.91.116.173,,INTERNET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 05.54.54.248000 PM
MySella,13001546,GBS08979,-1,26/09/2024 17:31:05,,5.91.116.173,,INTERNET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 05.31.05.632000 PM
MySella,13001752,GBS09720,-1,26/09/2024 15:59:37,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 03.59.37.134000 PM
MySella,13002357,GBS09892,-1,26/09/2024 17:52:09,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 05.52.09.034000 PM
MySella,5290,SHBS18,1513994,24/09/2024 12:44:31,,213.218.53.172,,INTRANET,DIPENDENTE,099C46,,1483455,RUMODHR_WLFR_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagliutente per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,24-SEP-24 12.44.31.940000 PM
MySella,17319,GBS06425,-1,30/09/2024 11:09:31,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,30-SEP-24 11.09.31.507000 AM
MySella,15422,GBS07243,-1,26/09/2024 17:55:40,,104.28.62.72,,INTERNET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 05.55.40.589000 PM
MySella,13001233,GBS08625,-1,26/09/2024 16:05:34,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-SEP-24 04.05.34.620000 PM
